Fuel_consumption,Engine_speed,Engine_coolant_temperature,Current_Gear,Vehicle_speed
448,786,87,1,0
115.2,1104,87,1,6
345.6,943,87,1,6
345.6,791,87,1,4
448,774,87,1,0
384,697,87,1,0
384,675,87,1,0
358.4,679,87,1,0
371.2,675,87,1,0
358.4,668,87,1,0
358.4,670,87,1,0
371.2,671,87,1,0
358.4,671,87,1,0
358.4,668,87,1,0
371.2,669,87,1,0
358.4,669,87,1,0
345.6,667,87,1,0
371.2,667,87,1,0
345.6,667,87,1,0
358.4,666,87,1,0
345.6,666,87,1,0
371.2,668,87,1,0
345.6,668,87,1,0
358.4,669,87,1,0
358.4,671,87,1,0
371.2,667,87,1,0
358.4,669,87,1,0
358.4,667,87,1,0
371.2,668,87,1,0
358.4,667,87,1,0
358.4,668,87,1,0
358.4,669,87,1,0
371.2,669,87,1,0
358.4,671,87,1,0
358.4,669,87,1,0
371.2,669,87,1,0
358.4,668,87,1,0
358.4,671,87,1,0
371.2,672,87,1,0
358.4,673,87,1,0
358.4,672,87,1,0
358.4,673,87,1,0
345.6,667,87,1,0
371.2,669,87,1,0
358.4,670,87,1,0
345.6,671,87,1,0
371.2,671,87,1,0
345.6,671,87,1,0
358.4,668,87,1,0
358.4,670,87,1,0
345.6,670,87,1,0
384,711,87,1,0
652.8,1125,87,1,3
396.8,933,87,1,5
345.6,841,87,1,5
665.6,1184,87,1,6
1459.2,1922,87,1,11
1792,2390,87,1,16
1689.6,2150,87,2,20
652.8,1947,87,2,22
396.8,1340,87,3,22
448,1384,87,3,21
422.4,1337,86,3,21
448,1352,86,3,21
716.8,1495,85,3,21
217.6,1599,84,3,24
1036.8,1674,84,3,26
448,1636,84,3,26
422.4,1549,84,3,26
409.6,1471,84,3,25
384,1396,84,3,24
358.4,1331,84,3,23
332.8,1284,84,3,23
614.4,1506,84,3,22
1420.8,1771,84,3,24
1612.8,1773,84,3,27
1036.8,1846,84,3,29
435.2,1780,84,3,29
345.6,1542,84,3,28
358.4,1413,84,3,24
358.4,1251,84,3,20
358.4,1088,84,3,17
358.4,955,84,3,14
384,853,84,3,11
371.2,812,84,3,9
396.8,806,84,3,6
358.4,764,85,1,3
384,764,85,1,2
384,750,85,1,2
371.2,725,85,1,0
345.6,683,85,1,0
332.8,676,85,1,0
358.4,673,85,1,0
332.8,670,85,1,0
332.8,664,86,1,0
345.6,668,86,1,0
345.6,665,86,1,0
345.6,666,86,1,0
345.6,666,86,1,0
345.6,665,86,1,0
358.4,667,87,1,0
345.6,664,87,1,0
345.6,666,87,1,0
345.6,668,87,1,0
345.6,667,87,1,0
358.4,666,87,1,0
345.6,664,87,1,0
345.6,666,87,1,0
345.6,665,87,1,0
345.6,664,87,1,0
358.4,668,87,1,0
345.6,664,87,1,0
345.6,667,87,1,0
345.6,666,87,1,0
358.4,668,87,1,0
358.4,666,87,1,0
345.6,668,87,1,0
345.6,666,87,1,0
358.4,670,87,1,0
371.2,670,87,1,0
345.6,668,87,1,0
396.8,666,87,1,0
371.2,667,87,1,0
358.4,667,87,1,0
358.4,668,87,1,0
371.2,666,87,1,0
358.4,670,87,1,0
345.6,671,87,1,0
358.4,667,87,1,0
358.4,668,87,1,0
358.4,678,87,1,0
883.2,1209,87,1,2
1408,1774,87,1,9
1740.8,2296,87,1,14
1830.4,2120,87,2,18
1152,2116,87,2,21
473.6,1476,87,3,22
1216,1691,87,3,23
537.6,1536,86,3,23
473.6,1422,86,3,21
435.2,1217,85,3,18
460.8,1051,85,3,15
422.4,972,84,3,14
409.6,889,84,3,10
422.4,844,84,3,8
396.8,864,84,3,8
358.4,841,84,1,7
345.6,809,84,1,6
332.8,790,84,1,5
396.8,843,84,1,5
1344,1693,84,1,8
435.2,1512,84,1,10
76.8,927,85,1,10
563.2,1326,85,1,9
729.6,1617,85,1,10
947.2,1870,85,1,12
1100.8,1623,85,2,14
1203.2,1810,86,2,17
486.4,1624,86,2,18
1011.2,1782,86,2,18
2176,2225,86,2,21
524.8,1910,86,2,23
486.4,1387,86,3,22
1536,1773,86,3,23
1113.6,1692,86,3,25
704,1673,85,3,26
512,1647,85,3,26
1318.4,1907,85,3,26
1612.8,2064,85,3,29
1075.2,2011,85,3,30
473.6,1685,84,3,30
691.2,1447,84,4,29
499.2,1245,84,4,25
332.8,992,84,4,23
409.6,1217,84,3,22
422.4,1349,84,3,21
358.4,1171,84,3,18
384,973,84,3,14
409.6,910,84,3,13
358.4,861,84,3,12
384,846,84,3,11
371.2,844,84,3,11
371.2,846,85,3,11
384,856,85,3,11
1011.2,1441,85,3,13
1779.2,1887,85,3,16
128,1417,86,3,21
448,1380,86,3,21
998.4,1600,86,3,21
2368,2101,86,3,24
1625.6,1998,86,3,27
1024,1926,86,3,28
1587.2,2079,86,3,30
486.4,1682,86,3,30
640,1378,86,4,28
460.8,1200,86,4,26
716.8,1311,85,4,25
1779.2,1894,85,4,27
1164.8,1716,85,4,29
524.8,1490,85,4,29
537.6,1493,85,4,29
460.8,1394,85,4,29
307.2,1096,85,4,28
281.6,988,85,4,27
268.8,951,85,4,26
281.6,945,85,4,25
1075.2,1612,85,4,26
1408,1808,85,4,28
601.6,1466,85,4,29
256,1121,85,4,28
281.6,939,85,4,26
268.8,903,85,4,24
268.8,886,85,3,23
409.6,1220,85,3,22
1113.6,1693,85,3,23
1164.8,1762,85,3,24
1036.8,1757,85,3,26
1216,1778,85,3,27
563.2,1750,86,3,28
1971.2,2124,86,3,29
2854.4,2403,86,3,33
3174.4,2580,86,3,36
2048,2512,86,3,39
1139.2,2073,85,4,40
614.4,1918,85,4,40
281.6,1805,85,4,39
499.2,1830,85,4,38
1459.2,2008,85,4,39
1472,2022,84,4,40
1254.4,2019,84,4,41
1280,2042,84,4,42
1280,2089,84,4,43
1254.4,2130,84,4,44
678.4,1823,84,5,44
883.2,1641,84,5,45
934.4,1569,84,5,45
908.8,1566,84,5,45
1472,1601,84,5,46
1715.2,1644,84,5,48
1830.4,1696,84,5,49
1958.4,1747,84,5,51
2048,1798,84,5,52
2060.8,1846,85,5,53
921.6,1851,85,5,54
691.2,1873,85,5,53
345.6,1667,85,5,52
499.2,1759,85,5,51
499.2,1673,86,5,50
384,1668,86,5,49
409.6,1581,86,5,47
435.2,1575,86,5,46
320,1562,86,5,45
908.8,1556,86,5,45
396.8,1445,86,5,44
12.8,1396,86,5,42
396.8,1391,86,5,40
384,1329,85,5,38
320,1080,85,5,35
345.6,967,85,4,31
307.2,939,85,4,27
307.2,873,85,4,21
345.6,938,85,3,16
358.4,899,85,3,12
396.8,836,85,3,10
396.8,821,85,3,7
371.2,788,85,1,4
396.8,775,85,1,1
358.4,720,85,1,0
332.8,670,85,1,0
345.6,672,85,1,0
332.8,672,85,1,0
345.6,671,86,1,0
332.8,668,86,1,0
332.8,666,86,1,0
332.8,666,86,1,0
345.6,664,86,1,0
345.6,668,86,1,0
332.8,663,87,1,0
345.6,664,87,1,0
345.6,664,87,1,0
345.6,667,87,1,0
358.4,673,87,1,0
332.8,662,87,1,0
345.6,671,87,1,0
345.6,667,87,1,0
332.8,669,87,1,0
51.2,670,87,1,0
345.6,664,87,1,0
345.6,668,87,1,0
358.4,665,87,1,0
345.6,666,87,1,0
345.6,671,87,1,0
345.6,667,87,1,0
358.4,663,88,1,0
358.4,666,88,1,0
358.4,670,88,1,0
345.6,669,88,1,0
371.2,674,88,1,0
358.4,668,88,1,0
371.2,671,88,1,0
358.4,669,88,1,0
358.4,671,88,1,0
371.2,677,88,1,0
563.2,962,88,1,0
499.2,1012,88,1,4
512,978,88,1,5
1446.4,1791,88,1,9
1894.4,2410,88,1,15
1164.8,1960,87,2,18
768,1894,87,2,19
1574.4,1926,87,2,21
627.2,1494,87,3,22
985.6,1631,87,3,23
576,1539,86,3,23
1740.8,1928,85,3,25
1216,1879,85,3,27
1126.4,1891,84,3,29
1267.2,1948,84,3,30
1216,1851,84,4,32
985.6,1632,84,4,33
320,1485,84,4,32
550.4,1528,84,4,31
1075.2,1556,84,4,32
473.6,1549,84,4,32
870.4,1582,84,4,32
1164.8,1614,84,4,33
588.8,1638,84,4,34
1395.2,1906,84,4,35
1113.6,1885,84,4,36
1203.2,1942,84,4,37
1292.8,1888,84,4,38
729.6,1825,85,4,38
473.6,1813,85,4,38
512,1722,85,4,37
115.2,1673,85,4,35
0,1570,85,4,33
0,1437,85,4,30
76.8,1192,85,4,27
640,1283,85,4,26
550.4,1332,85,4,26
384,1182,85,4,25
1203.2,1629,85,4,25
1088,1674,85,4,26
678.4,1466,85,4,27
627.2,1453,84,4,27
371.2,1281,84,4,27
294.4,1115,84,4,26
371.2,1215,84,4,25
281.6,981,84,4,22
332.8,1043,84,3,19
345.6,1087,84,3,17
332.8,1003,84,3,16
384,906,84,3,12
396.8,843,84,3,10
396.8,822,85,3,7
358.4,791,85,1,5
384,772,85,1,3
371.2,766,85,1,0
358.4,701,85,1,0
332.8,681,85,1,0
422.4,788,85,1,0
384,830,85,1,2
409.6,802,85,1,3
396.8,807,85,1,4
384,812,85,1,4
371.2,809,86,1,4
345.6,763,86,1,3
396.8,763,86,1,0
358.4,696,86,1,0
358.4,677,86,1,0
358.4,679,86,1,0
371.2,725,86,1,0
563.2,1012,87,1,2
563.2,1128,87,1,5
640,1291,87,1,7
1126.4,1762,87,1,10
448,1457,87,1,11
499.2,1822,87,2,14
1600,1962,87,2,17
1523.2,2084,87,2,21
1638.4,2243,87,2,24
1561.6,1839,86,3,26
1203.2,1938,86,3,28
691.2,1866,86,3,28
499.2,1708,85,3,27
729.6,1691,85,3,25
1190.4,1844,84,3,26
473.6,1604,84,3,25
422.4,1447,84,3,23
1382.4,1812,84,3,22
934.4,2112,84,2,22
1523.2,1877,84,3,24
1536,1912,84,3,26
1932.8,1943,84,3,29
1676.8,2026,84,3,31
601.6,1676,84,4,32
409.6,1346,84,4,31
332.8,1171,84,4,27
332.8,989,84,4,24
345.6,1015,84,3,20
396.8,1100,84,3,17
640,1232,85,3,17
1446.4,1748,85,3,19
486.4,1309,85,3,20
448,1270,85,3,19
512,1286,86,3,19
384,1067,86,3,16
409.6,948,86,3,13
422.4,872,86,3,10
409.6,835,86,3,9
396.8,821,86,3,7
384,809,86,1,5
384,784,86,1,3
396.8,781,86,1,3
384,773,86,1,3
371.2,777,87,1,3
1113.6,1333,87,1,5
793.6,1641,87,1,9
371.2,1330,87,1,10
921.6,1521,87,1,10
1024,1994,87,1,13
1036.8,1701,87,2,15
512,1620,87,2,16
1472,1964,86,2,18
1779.2,2193,86,2,22
1920,2495,86,2,25
1907.2,2216,86,3,28
1996.8,2072,85,3,31
2022.4,2190,85,3,34
1740.8,2298,84,3,37
921.6,1909,84,4,37
1561.6,2042,84,4,37
1651.2,2048,84,4,38
1497.6,1945,84,4,39
1484.8,1893,84,4,39
1433.6,1873,84,4,39
1497.6,2066,84,4,39
1612.8,2099,84,4,39
1612.8,2098,84,4,38
1766.4,2119,84,4,38
2393.6,2242,84,4,39
2739.2,2343,84,4,40
2803.2,2370,84,4,41
2828.8,2392,84,4,42
2867.2,2422,85,4,44
2905.6,2450,85,4,45
2073.6,2356,85,4,45
1356.8,2242,85,4,44
2214.4,2357,85,4,44
1907.2,2233,85,4,44
1830.4,2168,85,4,44
1651.2,2147,85,4,45
1100.8,2132,85,4,44
870.4,2104,86,4,44
448,1950,86,4,43
524.8,1980,86,4,42
179.2,1460,86,4,41
281.6,1359,86,4,40
307.2,1391,86,4,37
268.8,1162,86,4,32
268.8,975,86,4,28
268.8,902,86,4,25
281.6,869,86,4,21
332.8,986,86,3,17
345.6,950,86,3,15
358.4,904,86,3,13
371.2,867,86,3,12
371.2,837,86,3,11
396.8,830,86,3,9
422.4,831,86,3,7
345.6,823,86,1,6
345.6,806,87,1,6
332.8,820,87,1,6
473.6,1048,87,1,6
371.2,1060,87,1,7
307.2,877,87,1,7
345.6,880,87,1,7
499.2,1203,87,1,7
320,967,87,1,7
1049.6,1572,87,1,9
691.2,1748,87,1,11
473.6,1065,87,2,9
422.4,894,87,2,6
409.6,969,87,1,6
576,1272,87,1,7
1113.6,1712,87,1,10
921.6,1966,86,1,13
563.2,1393,86,2,13
1420.8,1801,86,2,16
1152,1889,86,2,18
486.4,1705,86,2,18
1638.4,2119,85,2,20
1113.6,2190,85,2,22
384,1420,85,3,22
473.6,1390,85,3,21
1203.2,1698,85,3,22
2227.2,2107,84,3,25
2854.4,2345,84,3,30
1408,2157,85,3,32
601.6,1670,85,4,32
960,1663,85,4,32
281.6,1179,85,4,29
307.2,1098,85,4,26
281.6,987,85,4,25
294.4,909,85,4,23
332.8,981,85,3,20
371.2,1099,85,3,18
332.8,1020,85,3,16
422.4,1077,85,3,16
960,1443,85,3,16
960,1531,85,3,18
652.8,1356,85,3,19
1510.4,1749,85,3,21
473.6,1407,85,3,21
396.8,1280,85,3,20
371.2,1146,85,3,18
512,1192,85,3,17
2278.4,2146,86,2,19
2905.6,2558,86,2,24
2176,2591,86,2,28
1702.4,2148,85,3,31
1779.2,2180,85,3,33
921.6,2157,85,3,35
1267.2,1912,85,4,36
422.4,1608,85,4,35
230.4,1623,84,4,34
460.8,1527,84,4,33
1305.6,1659,84,4,34
486.4,1591,84,4,33
76.8,1530,85,4,32
0,1396,85,4,29
76.8,1174,85,4,27
1420.8,1647,85,4,27
3212.8,2242,85,3,31
1830.4,2046,85,4,33
1830.4,2008,85,4,35
2457.6,2233,85,4,38
2777.6,2355,85,4,41
2790.4,2367,85,4,43
1369.6,2182,85,4,45
460.8,1576,85,5,44
576,1544,85,5,44
499.2,1477,85,5,43
281.6,1333,85,5,39
307.2,1049,85,5,33
345.6,1002,85,4,29
281.6,948,85,4,26
294.4,899,85,4,24
281.6,906,85,3,22
460.8,1332,85,3,22
448,1353,85,3,21
345.6,1167,85,3,19
332.8,1053,85,3,17
345.6,1017,85,3,16
512,1143,85,3,16
780.8,1378,85,3,17
832,1436,85,3,18
1574.4,1814,86,3,21
1766.4,1740,86,3,24
1523.2,1767,86,3,27
1395.2,1882,86,3,29
1075.2,1974,86,3,31
486.4,1705,86,3,31
1817.6,1666,86,4,32
1420.8,1642,85,4,34
563.2,1646,85,4,34
217.6,1562,85,4,33
409.6,1576,85,4,33
716.8,1585,85,4,33
320,1468,85,4,31
12.8,1302,85,4,28
294.4,1015,85,4,26
576,1280,85,4,26
1113.6,1600,85,4,26
1177.6,1691,85,4,28
1318.4,1785,85,4,29
1779.2,1996,85,4,32
1254.4,1830,85,4,34
294.4,1574,85,4,33
652.8,1577,85,4,32
819.2,1581,85,4,33
934.4,1617,85,4,33
1113.6,1673,85,4,35
1254.4,1741,84,4,36
524.8,1746,84,4,36
563.2,1723,84,4,36
768,1723,84,4,36
537.6,1722,84,4,36
486.4,1700,84,4,35
793.6,1692,84,4,35
1036.8,1733,84,4,36
678.4,1751,84,4,36
1382.4,1813,84,4,37
1510.4,1863,84,4,39
268.8,2035,84,4,42
1369.6,2067,84,4,43
652.8,1776,84,5,43
870.4,1659,84,5,43
972.8,1633,84,5,44
896,1533,84,5,44
870.4,1537,84,5,44
844.8,1549,84,5,45
870.4,1561,84,5,45
844.8,1569,84,5,45
832,1581,84,5,46
844.8,1589,84,5,46
870.4,1603,84,5,46
2572.8,2328,84,4,47
3264,2675,84,4,50
3545.6,2807,84,4,53
3673.6,2941,85,4,56
3801.6,3062,85,4,59
998.4,2694,85,4,60
537.6,2032,85,5,59
1126.4,2069,84,5,58
1804.8,2042,84,5,59
2176,2082,84,5,60
1830.4,2121,84,5,61
448,2067,84,5,61
140.8,2043,84,5,59
1164.8,2068,84,5,59
1344,2042,84,5,59
1062.4,2039,84,5,59
396.8,1989,85,5,58
396.8,1970,85,5,57
1241.6,1998,85,5,57
1497.6,1997,85,5,58
1459.2,2023,85,5,59
0,2041,85,5,59
1830.4,2055,85,5,60
2022.4,2087,85,5,61
1331.2,2103,85,5,61
1804.8,2122,86,5,62
972.8,2119,86,5,62
870.4,2120,86,5,61
1830.4,2123,86,5,61
1779.2,2130,86,5,62
1728,2153,86,5,62
1689.6,2175,86,5,63
1689.6,2194,86,5,64
563.2,2165,86,5,63
256,2113,86,5,62
896,2097,86,5,60
691.2,2067,86,5,60
1536,2096,86,5,59
1728,2073,86,5,60
1638.4,2093,87,5,61
1625.6,2113,87,5,61
1024,2112,87,5,61
550.4,2080,87,5,60
806.4,2051,87,5,60
844.8,2029,87,5,59
857.6,2011,87,5,58
1523.2,2020,87,5,59
2150.4,2047,87,5,59
780.8,2052,87,5,59
1484.8,2089,87,5,59
1216,2037,87,5,59
409.6,1968,87,5,58
12.8,1902,87,5,55
192,1829,87,5,53
704,1792,87,5,52
448,1713,87,5,50
537.6,1656,87,5,48
128,1537,87,5,46
0,1132,87,5,38
320,918,87,5,33
371.2,1006,87,4,28
576,1259,87,4,26
691.2,1336,87,4,25
524.8,1279,87,4,24
1472,1846,87,3,24
1894.4,1877,87,3,26
2048,1870,87,3,28
2252.8,1976,87,3,31
2508.8,2232,87,3,33
3033.6,2552,87,3,36
2560,2362,87,4,38
2675.2,2305,87,4,40
2790.4,2365,87,4,42
2854.4,2408,87,4,43
2969.6,2461,87,4,45
2905.6,2483,87,4,47
2854.4,2406,87,4,48
1753.6,2381,87,4,49
1868.8,2508,87,4,49
1497.6,2468,87,4,49
2611.2,2590,87,4,49
896,2353,87,4,49
793.6,2328,87,4,48
972.8,2313,87,4,47
972.8,2257,87,4,46
1292.8,2193,87,4,45
2035.2,2214,87,4,46
2534.4,2285,87,4,47
2598.4,2356,87,4,49
409.6,2458,87,4,51
1779.2,2471,87,4,51
550.4,2400,87,4,50
512,2309,87,4,48
435.2,2121,88,4,46
435.2,2083,88,4,44
1792,2341,88,4,44
1702.4,2280,89,4,45
1536,2215,89,4,45
1420.8,2207,89,4,46
1420.8,2225,89,4,46
1433.6,2241,89,4,47
1446.4,2257,89,4,47
1472,2275,89,4,47
1459.2,2292,89,4,48
2022.4,2342,89,4,48
2611.2,2397,89,4,50
2803.2,2479,90,4,52
2764.8,2556,90,4,53
2547.2,2627,90,4,55
2342.4,2687,90,4,56
2342.4,2737,90,4,57
2393.6,2790,90,4,58
2457.6,2841,90,4,59
2240,2886,90,4,60
972.8,2871,90,4,59
1894.4,2930,90,4,59
640,2760,90,4,58
524.8,2654,91,4,56
512,2579,91,4,54
1497.6,2683,91,4,54
345.6,2039,91,5,53
1331.2,2029,91,5,53
1318.4,1976,91,5,53
2329.6,2286,91,5,54
3558.4,2904,91,4,55
3776,3030,91,4,58
3827.2,3153,92,4,61
3443.2,3130,92,4,63
524.8,2643,92,4,64
588.8,2113,92,5,63
614.4,2127,92,5,62
550.4,2099,92,5,61
524.8,2074,92,5,60
947.2,2067,92,5,60
422.4,2002,92,5,59
883.2,2048,92,5,58
1958.4,2067,93,5,59
1881.6,2091,93,5,61
1792,2134,93,5,62
1702.4,2174,93,5,63
1996.8,2339,93,5,64
3097.6,2558,93,5,66
4044.8,3395,93,4,68
3814.4,3180,93,4,71
3072,2732,93,5,72
1331.2,2500,93,5,73
435.2,1725,93,6,73
332.8,1594,93,6,72
243.2,1469,93,6,71
473.6,1869,93,6,70
1190.4,2029,93,6,70
460.8,1941,93,6,71
1536,1937,93,6,72
1254.4,1945,93,6,73
780.8,1944,93,6,73
704,1937,93,6,73
691.2,1930,93,6,72
729.6,1924,93,6,72
755.2,1918,93,6,72
998.4,1922,93,6,72
1638.4,1938,93,6,73
1664,1957,93,6,73
1292.8,1970,92,6,74
448,1956,92,6,73
448,1940,92,6,73
512,1927,92,6,72
537.6,1912,92,6,72
1216,2035,92,6,72
729.6,1971,92,6,72
537.6,1920,92,6,71
537.6,1908,92,6,71
627.2,1918,92,6,70
652.8,1881,91,6,70
640,1859,91,6,70
640,1848,91,6,69
499.2,1835,91,6,69
972.8,1854,91,6,69
1190.4,1846,91,6,69
1177.6,1856,91,6,70
1190.4,1866,91,6,70
1177.6,1875,91,6,70
1190.4,1883,91,6,71
1190.4,1892,91,6,71
281.6,1909,91,6,71
1190.4,1915,91,6,72
1113.6,1922,91,6,72
448,1899,91,6,72
25.6,1872,91,6,71
0,1836,91,6,69
921.6,1909,91,6,69
1932.8,1959,90,6,70
1395.2,1899,90,6,70
448,1872,90,6,70
512,1867,90,6,70
1216,1933,90,6,70
691.2,1885,90,6,70
652.8,1869,90,6,70
652.8,1848,90,6,69
652.8,1841,90,6,69
665.6,1835,90,6,69
678.4,1830,90,6,69
870.4,1848,90,6,68
2816,2471,90,5,69
3328,2712,90,5,71
3481.6,2785,90,5,73
3584,2855,90,5,75
3660.8,2840,90,5,77
3584,2789,90,5,80
3558.4,2817,90,5,82
1152,2677,90,5,82
588.8,2150,90,6,81
691.2,2154,90,6,81
537.6,2130,90,6,80
486.4,2109,90,6,79
102.4,2067,90,6,78
422.4,2046,90,6,77
153.6,2022,90,6,76
0,1998,90,6,75
0,1973,90,6,75
0,1947,90,6,74
473.6,1955,90,6,74
281.6,1942,90,6,74
179.2,1949,90,6,73
716.8,1977,90,6,74
832,1985,90,6,74
256,1960,90,6,74
0,1956,90,6,74
0,1934,90,6,73
0,1907,90,6,72
0,1894,90,6,72
0,1878,89,6,71
0,1872,89,6,71
0,1860,89,6,71
768,1920,89,6,71
1190.4,1946,88,6,72
1267.2,1949,88,6,73
998.4,1973,88,6,74
371.2,1962,88,6,74
0,1961,88,6,74
0,1951,88,6,74
0,1941,88,6,73
0,1934,88,6,73
0,1922,88,6,73
0,1905,88,6,72
0,1867,88,6,71
0,1784,87,6,68
0,1755,87,6,67
0,1719,87,6,65
0,1720,87,6,65
0,1707,87,6,65
0,1696,87,6,65
0,1693,87,6,64
192,1704,87,6,64
844.8,1767,87,6,65
1062.4,1773,87,6,66
1203.2,1800,87,6,67
1190.4,1834,87,6,69
1113.6,1868,87,6,70
473.6,1873,87,6,70
115.2,1866,87,6,71
0,1860,87,6,70
0,1851,87,6,70
0,1845,87,6,70
0,1840,87,6,70
0,1829,87,6,69
0,1820,87,6,69
0,1818,87,6,69
0,1802,86,6,69
0,1800,86,6,68
0,1781,86,6,68
0,1719,86,6,65
0,1602,86,6,61
0,1574,86,6,60
0,1548,86,6,58
0,1526,86,6,58
652.8,1630,86,6,58
780.8,2424,85,5,60
2560,2417,85,5,62
1932.8,2319,85,5,65
1894.4,2330,85,5,67
1561.6,2170,85,6,69
1497.6,1954,85,6,70
1536,1936,85,6,72
1075.2,1937,85,6,72
384,1916,85,6,72
486.4,1904,85,6,71
563.2,1886,85,6,71
576,1867,86,6,70
588.8,1845,86,6,69
486.4,1807,86,6,68
435.2,1786,86,6,67
524.8,1758,86,6,66
550.4,1736,86,6,65
1523.2,1749,86,6,65
1715.2,1746,86,6,65
1433.6,1757,86,6,66
1267.2,1764,86,6,66
793.6,1756,86,6,66
371.2,1732,86,6,65
486.4,1706,86,6,64
460.8,1671,86,6,63
153.6,1613,86,6,61
192,1314,86,6,59
1817.6,1952,86,6,58
691.2,1625,86,6,58
704,1632,86,6,57
716.8,1629,86,6,57
729.6,1778,86,5,56
345.6,1604,86,5,55
448,1748,86,5,54
140.8,1876,86,5,53
678.4,1865,86,5,52
691.2,1800,86,5,52
652.8,1786,86,5,52
665.6,1776,86,5,51
627.2,1760,86,5,51
294.4,1717,86,5,50
89.6,1691,86,5,49
2060.8,1852,86,5,49
2086.4,1784,86,5,51
1062.4,1768,86,5,51
1190.4,1830,86,5,51
2713.6,2378,86,4,52
4544,3581,87,3,55
4710.4,3804,87,3,59
3968,3222,87,4,62
2803.2,3202,87,4,65
601.6,2504,87,5,64
1792,2420,87,5,65
1792,2407,87,5,66
576,2069,87,5,66
1408,1999,88,6,66
1728,1986,88,6,67
691.2,1768,88,6,67
268.8,1748,89,6,66
780.8,1791,89,6,66
601.6,1757,89,6,66
140.8,1700,89,6,64
0,1600,89,6,61
0,1505,89,6,58
76.8,1512,89,6,57
486.4,1841,89,5,56
499.2,1908,89,5,56
448,1882,89,5,56
409.6,1935,89,5,56
1305.6,1971,88,5,57
1369.6,2021,88,5,59
1395.2,2083,88,5,60
1408,2138,88,5,62
1446.4,2193,87,5,64
1612.8,2252,87,5,65
2112,2328,87,5,68
2393.6,2409,87,5,70
2547.2,2490,87,5,72
2304,2565,87,5,74
985.6,2141,87,6,76
601.6,2036,87,6,76
576,2029,87,6,76
473.6,2031,87,6,76
448,2018,88,6,76
192,1974,87,6,75
0,1891,87,6,72
64,1787,87,6,68
934.4,1844,87,6,68
921.6,1807,87,6,67
1126.4,1829,87,6,67
2636.8,2284,87,6,68
3289.6,2650,87,5,69
3366.4,2627,87,5,71
3238.4,2572,87,5,73
3225.6,2573,87,5,74
3251.2,2592,87,5,75
3046.4,2627,87,5,76
2496,2649,87,5,77
678.4,2441,87,5,76
563.2,1988,87,6,75
1651.2,2040,87,6,74
2240,1975,87,6,74
2265.6,1984,87,6,74
2176,1989,87,6,74
614.4,1930,87,6,73
51.2,1871,87,6,70
25.6,1802,87,6,68
1216,1871,87,6,67
1574.4,1829,87,6,67
1587.2,1798,87,6,67
1587.2,1806,87,6,68
1651.2,1822,87,6,68
1689.6,1841,87,6,69
1689.6,1862,87,6,70
1702.4,1886,87,6,71
1702.4,1912,87,6,72
1740.8,1943,87,6,73
1753.6,1975,87,6,74
1753.6,2008,87,6,75
1715.2,2039,87,6,76
1676.8,2070,87,6,78
1497.6,2099,87,6,79
473.6,2083,87,6,79
89.6,2066,87,6,78
0,2039,87,6,77
460.8,2042,87,6,77
396.8,1999,87,6,76
25.6,1992,87,6,75
0,1966,87,6,74
0,1943,86,6,74
0,1922,86,6,73
473.6,1931,86,6,72
512,1928,86,6,72
512,1926,85,6,72
588.8,1927,85,6,72
588.8,1927,85,6,72
601.6,1927,85,6,72
601.6,1929,85,6,72
460.8,1899,85,6,72
51.2,1897,84,6,71
448,1892,84,6,71
563.2,1882,84,6,71
563.2,1875,84,6,70
563.2,1868,84,6,70
563.2,1862,84,6,70
550.4,1853,84,6,70
563.2,1846,84,6,69
550.4,1838,84,6,69
550.4,1831,84,6,69
550.4,1825,83,6,69
550.4,1817,83,6,68
537.6,1811,83,6,68
550.4,1805,83,6,68
537.6,1797,83,6,68
563.2,1790,83,6,67
563.2,1782,83,6,67
550.4,1773,83,6,67
550.4,1767,83,6,66
435.2,1741,82,6,66
460.8,1743,82,6,65
486.4,1736,82,6,65
486.4,1735,82,6,65
499.2,1740,82,6,64
486.4,1735,82,6,64
204.8,1725,82,6,64
512,1721,82,6,63
512,1718,82,6,63
499.2,1709,82,6,63
499.2,1703,82,6,62
499.2,1695,82,6,62
499.2,1687,82,6,62
985.6,1787,82,6,62
2598.4,2347,82,5,62
1996.8,2401,82,5,64
1676.8,2324,82,5,65
1561.6,2299,82,5,66
1088,2020,82,6,66
307.2,1750,82,6,66
409.6,1734,82,6,65
550.4,1718,82,6,64
614.4,1706,82,6,64
972.8,1705,82,6,64
1638.4,1721,82,6,64
832,1729,82,6,65
1049.6,1733,82,6,65
1126.4,1744,82,6,65
1139.2,1755,82,6,66
1126.4,1765,82,6,66
1139.2,1774,83,6,66
1139.2,1782,83,6,67
1152,1789,83,6,67
921.6,1791,83,6,67
409.6,1775,83,6,66
844.8,1814,83,6,66
870.4,1770,83,6,66
537.6,1735,83,6,65
435.2,1732,83,6,65
537.6,1717,83,6,64
217.6,1672,84,6,64
230.4,1685,84,6,63
716.8,1710,84,6,63
768,1683,84,6,63
934.4,1687,84,6,63
1036.8,1702,84,6,64
1292.8,1731,84,6,64
1459.2,1751,84,6,65
1548.8,1778,84,6,67
1676.8,1810,84,6,68
1651.2,1840,84,6,69
1676.8,1872,84,6,70
1715.2,1902,84,6,71
371.2,1952,84,6,73
1369.6,1962,84,6,74
1331.2,1976,84,6,74
614.4,1972,84,6,74
